scenario,seed,allocator,task_completion_rate,mean_completion_time,system_throughput,mean_amv_availability,fault_impact_score,deadlock_frequency,mean_packet_loss_rate,energy_efficiency,convergence_rate,connectivity_maintenance,physics_impact_on_faults,thermocline_crossing_penalty,congestion_drop_rate,stalled_amv_timesteps,mean_task_delay,max_task_delay,never_completed_tasks
comm_blackout,20,cbba,0.9333333333333333,158.85714285714286,0.028,0.45593827919606283,0.422,0.0,0.6317512274959084,18.248138221485878,1.5083333333333333,0.698,-0.7752638108617177,0.32978723404255317,0.09656301145662848,297,77.6,271.0,1
comm_blackout,30,cbba,1.0,148.8,0.03,0.6115163293072361,0.2857142857142857,0.0,0.6903870162297129,12.212966662144021,1.4197530864197532,0.42249240121580545,-0.5727199734488919,0.2671660424469413,0.08364544319600499,0,61.333333333333336,159.0,0
comm_blackout,40,cbba,0.9333333333333333,184.0,0.028,0.4379942283317541,0.4848,0.0,0.6403249630723782,18.64499944788734,1.814516129032258,0.6,0.21331176209540825,0.2799113737075332,0.13515509601181683,131,73.6,231.0,1
comm_blackout,50,cbba,1.0,116.2,0.03,0.600041383665025,0.40337552742616034,0.0,0.6227830832196453,9.871746882233484,1.875,0.2109704641350211,0.5417394803327892,0.23328785811732605,0.12141882673942701,7,48.333333333333336,129.0,0
comm_blackout,60,cbba,0.8,107.5,0.024,0.43009864311248447,0.4648,0.0,0.6915451895043732,19.938648292350745,1.725,0.66,-0.12666468639194167,0.30145772594752185,0.11836734693877551,684,115.73333333333333,414.0,3
comm_blackout,70,cbba,1.0,134.06666666666666,0.03,0.6314019562263792,0.37985611510791367,0.0,0.6506578947368421,10.31253192746444,1.7162162162162162,0.3597122302158273,0.2435467536476883,0.04342105263157895,0.12368421052631579,1,52.0,207.0,0
comm_blackout,80,cbba,0.9333333333333333,143.5,0.028,0.4161590185755337,0.5372,0.0,0.6437246963562753,16.673876491259588,1.3688524590163935,0.4,-0.9703648939561165,0.3390688259109312,0.029352226720647773,275,71.0,333.0,1
comm_blackout,90,cbba,1.0,136.53333333333333,0.03,0.5594781496238594,0.5011857707509881,0.0,0.6907744874715261,10.043963483717143,2.136986301369863,0.391304347826087,0.0873188911864615,0.2061503416856492,0.1366742596810934,3,44.333333333333336,117.0,0
comm_blackout,1000,cbba,0.8,155.91666666666666,0.024,0.40450854836658734,0.5976,0.0,0.619254119687771,20.746733987238276,1.7768595041322315,0.578,-0.5145237697411063,0.21162185602775369,0.10407632263660017,262,80.53333333333333,211.0,3
mass_fault,42,cbba,0.8666666666666667,147.76923076923077,0.026,0.3549304273213426,0.6576,0.0,0.5753856942496494,14.875245912607689,1.7377049180327868,0.982,0.42475313587235985,0.3155680224403927,0.09747545582047686,321,72.6,270.0,2
mass_fault,100,cbba,0.9333333333333333,135.71428571428572,0.028,0.3524727659682159,0.6412,0.0,0.5692963752665245,16.81563222372907,1.2016806722689075,0.182,0.2844186503513976,0.5735607675906184,0.01279317697228145,110,62.666666666666664,161.0,1
