scenario,seed,config_label,allocator,timeout,task_completion_rate,never_completed_tasks,mean_task_delay,max_task_delay,congestion_drop_rate,mean_completion_time,deadlock_timeout_fires
mass_fault,50,Proposed (K=20),auction,20,1.0,0,60.266666666666666,152.0,0.006033182503770739,106.06666666666666,0
mass_fault,60,Proposed (K=20),auction,20,1.0,0,43.13333333333333,136.0,0.01090909090909091,72.66666666666667,0
mass_fault,70,Proposed (K=20),auction,20,1.0,0,81.2,270.0,0.014820592823712949,126.46666666666667,0
mass_fault,80,Proposed (K=20),auction,20,0.9333333333333333,1,79.73333333333333,268.0,0.0062063615205585725,140.07142857142858,0
mass_fault,90,Proposed (K=20),auction,20,1.0,0,80.8,194.0,0.005268703898840885,173.46666666666667,0
mass_fault,1000,Proposed (K=20),auction,20,0.9333333333333333,1,77.66666666666667,203.0,0.0038402457757296467,132.85714285714286,0
none,42,Proposed (K=30),auction,30,1.0,0,74.73333333333333,179.0,0.004793863854266539,139.4,0
none,100,Proposed (K=30),auction,30,1.0,0,68.53333333333333,204.0,0.01888888888888889,142.26666666666668,0
none,2023,Proposed (K=30),auction,30,1.0,0,82.4,208.0,0.00841908325537886,170.73333333333332,0
none,888,Proposed (K=30),auction,30,1.0,0,68.6,159.0,0.006289308176100629,135.93333333333334,0
none,9999,Proposed (K=30),auction,30,0.7333333333333333,4,55.666666666666664,129.0,0.021291696238467,157.45454545454547,0
none,10,Proposed (K=30),auction,30,0.9333333333333333,1,82.8,196.0,0.005434782608695652,251.5,0
none,20,Proposed (K=30),auction,30,0.9333333333333333,1,75.8,262.0,0.011636363636363636,152.21428571428572,0
none,30,Proposed (K=30),auction,30,1.0,0,74.06666666666666,185.0,0.009072580645161291,143.6,0
none,40,Proposed (K=30),auction,30,1.0,0,70.4,218.0,0.005025125628140704,135.8,0
none,50,Proposed (K=30),auction,30,1.0,0,59.266666666666666,145.0,0.006420545746388443,104.6,0
none,60,Proposed (K=30),auction,30,1.0,0,42.266666666666666,130.0,0.012727272727272728,71.8,0
none,70,Proposed (K=30),auction,30,0.8666666666666667,2,99.8,305.0,0.011652748106428433,112.42857142857143,0
none,80,Proposed (K=30),auction,30,0.8,3,80.46666666666667,176.0,0.008035062089116142,122.6923076923077,0
none,90,Proposed (K=30),auction,30,1.0,0,81.33333333333333,199.0,0.0021164021164021165,170.2,0
none,1000,Proposed (K=30),auction,30,1.0,0,74.0,171.0,0.0071301247771836,151.26666666666668,0
amv_loss,42,Proposed (K=30),auction,30,0.8666666666666667,2,55.8,165.0,0.003115264797507788,128.76923076923077,0
amv_loss,100,Proposed (K=30),auction,30,1.0,0,60.733333333333334,172.0,0.0020768431983385254,132.13333333333333,0
amv_loss,2023,Proposed (K=30),auction,30,0.8666666666666667,2,63.6,147.0,0.0,155.23076923076923,0
amv_loss,888,Proposed (K=30),auction,30,0.9333333333333333,1,72.2,238.0,0.0023287405394915583,138.14285714285714,0
amv_loss,9999,Proposed (K=30),auction,30,0.6666666666666666,5,53.93333333333333,209.0,0.003885003885003885,139.9,0
amv_loss,10,Proposed (K=30),auction,30,0.8,3,76.2,183.0,0.004765687053216839,237.33333333333334,0
amv_loss,20,Proposed (K=30),auction,30,0.8666666666666667,2,68.8,279.0,0.00234375,138.84615384615384,0
amv_loss,30,Proposed (K=30),auction,30,1.0,0,67.46666666666667,199.0,0.0012706480304955528,131.86666666666667,0
amv_loss,40,Proposed (K=30),auction,30,0.8666666666666667,2,58.13333333333333,169.0,0.004542013626040878,140.6153846153846,0
amv_loss,50,Proposed (K=30),auction,30,1.0,0,64.66666666666667,146.0,0.004748338081671415,118.33333333333333,0
amv_loss,60,Proposed (K=30),auction,30,0.9333333333333333,1,66.86666666666666,327.0,0.006971340046475601,62.57142857142857,0
amv_loss,70,Proposed (K=30),auction,30,0.8666666666666667,2,78.93333333333334,281.0,0.014095536413469069,107.92307692307692,0
amv_loss,80,Proposed (K=30),auction,30,0.8666666666666667,2,75.46666666666667,220.0,0.00315955766192733,149.6153846153846,0
amv_loss,90,Proposed (K=30),auction,30,1.0,0,78.2,200.0,0.001755926251097454,189.2,0
amv_loss,1000,Proposed (K=30),auction,30,0.9333333333333333,1,70.53333333333333,202.0,0.0015267175572519084,148.92857142857142,0
comm_blackout,42,Proposed (K=30),auction,30,1.0,0,75.93333333333334,180.0,0.011304347826086957,144.26666666666668,0
comm_blackout,100,Proposed (K=30),auction,30,1.0,0,69.33333333333333,180.0,0.007329842931937173,140.6,0
comm_blackout,2023,Proposed (K=30),auction,30,1.0,0,79.46666666666667,215.0,0.0050645733096986575,158.26666666666668,0
comm_blackout,888,Proposed (K=30),auction,30,1.0,0,67.33333333333333,178.0,0.004658385093167702,123.46666666666667,0
comm_blackout,9999,Proposed (K=30),auction,30,0.6666666666666666,5,60.86666666666667,165.0,0.016428571428571428,137.8,0
comm_blackout,10,Proposed (K=30),auction,30,0.9333333333333333,1,81.66666666666667,214.0,0.007836990595611285,257.85714285714283,0
comm_blackout,20,Proposed (K=30),auction,30,1.0,0,77.2,195.0,0.005050505050505051,147.66666666666666,0
comm_blackout,30,Proposed (K=30),auction,30,1.0,0,84.4,213.0,0.006560449859418931,150.33333333333334,0
comm_blackout,40,Proposed (K=30),auction,30,1.0,0,66.46666666666667,164.0,0.01053864168618267,126.53333333333333,0
comm_blackout,50,Proposed (K=30),auction,30,1.0,0,59.266666666666666,145.0,0.006420545746388443,104.6,0
comm_blackout,60,Proposed (K=30),auction,30,1.0,0,42.266666666666666,130.0,0.012727272727272728,71.8,0
comm_blackout,70,Proposed (K=30),auction,30,0.9333333333333333,1,85.33333333333333,214.0,0.016803513461905673,126.14285714285714,0
comm_blackout,80,Proposed (K=30),auction,30,0.9333333333333333,1,79.6,232.0,0.012279355333844973,132.14285714285714,0
comm_blackout,90,Proposed (K=30),auction,30,1.0,0,84.26666666666667,239.0,0.00513347022587269,174.4,0
comm_blackout,1000,Proposed (K=30),auction,30,0.9333333333333333,1,77.13333333333334,168.0,0.005422153369481022,136.35714285714286,0
mass_fault,42,Proposed (K=30),auction,30,1.0,0,75.73333333333333,232.0,0.013211382113821139,133.13333333333333,0
mass_fault,100,Proposed (K=30),auction,30,0.9333333333333333,1,77.53333333333333,207.0,0.015753938484621154,128.92857142857142,0
mass_fault,2023,Proposed (K=30),auction,30,0.8666666666666667,2,88.26666666666667,184.0,0.006726457399103139,134.53846153846155,0
mass_fault,888,Proposed (K=30),auction,30,1.0,0,67.66666666666667,187.0,0.00984009840098401,138.4,0
mass_fault,9999,Proposed (K=30),auction,30,0.6666666666666666,5,43.733333333333334,129.0,0.013323464100666173,146.5,0
mass_fault,10,Proposed (K=30),auction,30,0.9333333333333333,1,81.0,183.0,0.008787989747345295,262.14285714285717,0
mass_fault,20,Proposed (K=30),auction,30,1.0,0,76.53333333333333,241.0,0.010648596321393998,146.06666666666666,0
mass_fault,30,Proposed (K=30),auction,30,0.9333333333333333,1,79.66666666666667,285.0,0.008928571428571428,127.42857142857143,0
mass_fault,40,Proposed (K=30),auction,30,0.9333333333333333,1,76.46666666666667,205.0,0.013264554163596167,115.35714285714286,0
mass_fault,50,Proposed (K=30),auction,30,1.0,0,60.266666666666666,152.0,0.006033182503770739,106.06666666666666,0
mass_fault,60,Proposed (K=30),auction,30,1.0,0,43.13333333333333,136.0,0.01090909090909091,72.66666666666667,0
mass_fault,70,Proposed (K=30),auction,30,1.0,0,81.2,270.0,0.014820592823712949,126.46666666666667,0
mass_fault,80,Proposed (K=30),auction,30,0.9333333333333333,1,79.73333333333333,268.0,0.0062063615205585725,140.07142857142858,0
mass_fault,90,Proposed (K=30),auction,30,1.0,0,80.8,194.0,0.005268703898840885,173.46666666666667,0
mass_fault,1000,Proposed (K=30),auction,30,0.9333333333333333,1,77.66666666666667,203.0,0.0038402457757296467,132.85714285714286,0
